,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.47,57.55,57.55,57.55,57.55,57.55,57.55,57.55
DIIs,1.89,4.08,4.08,4.08,4.07,4.07,3.47,3.47
Public,27.63,38.37,38.37,38.37,38.38,38.38,38.98,38.99
No. of Shareholders,11398.0,12803.0,13531.0,13844.0,16681.0,37957.0,37744.0,36309.0
