,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.66,9.66,9.66,9.66,9.66,9.66,9.66,9.66,9.66,9.66,9.66,9.66,9.66
Reserves,13.6,9.53,9.25,0.99,-18.02,-39.63,-39.62,-4.82,-2.8,-6.11,-3.48,-8.84,-16.64
Preference Capital,5.0,5.0,5.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,
Borrowings,81.72,81.71,77.61,76.2,75.43,77.76,69.8,43.11,29.49,50.77,21.79,33.87,34.99
Other Liabilities,43.84,50.88,50.28,59.88,49.45,67.18,78.71,79.07,80.35,45.94,55.27,44.28,45.6
Total Liabilities,148.82,151.78,146.8,146.73,116.52,114.97,118.55,127.02,116.7,100.26,83.24,78.97,73.61
Fixed Assets,82.78,76.43,70.12,68.8,65.9,62.74,61.11,60.21,59.37,59.19,49.14,50.81,50.35
CWIP,0.99,1.06,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,65.05,74.29,75.58,77.93,50.62,52.23,57.44,66.81,57.33,41.07,34.1,28.16,23.26
Total Assets,148.82,151.78,146.8,146.73,116.52,114.97,118.55,127.02,116.7,100.26,83.24,78.97,73.61
