,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,8,8
Reserves,133,154,206,275,404,553,631,721,737,817,963,1027,1067
Borrowings,402,297,383,274,145,315,312,426,351,208,610,662,703
Other Liabilities,367,484,428,414,412,515,475,655,520,590,779,757,596
Total Liabilities,911,942,1025,970,969,1391,1426,1809,1616,1622,2359,2453,2373
Fixed Assets,248,278,344,382,384,532,620,662,687,666,708,905,981
CWIP,22,31,20,18,44,63,26,34,48,63,226,145,152
Investments,1,1,0,1,49,49,68,97,97,101,254,255,255
Other Assets,640,632,661,569,493,748,711,1016,785,793,1171,1149,985
Total Assets,911,942,1025,970,969,1391,1426,1809,1616,1622,2359,2453,2373
