,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.33,26.7,33.18,16.7,41.29,33.52,19.49,38.6,35.31,36.26,31.18,23.3,26.63
Expenses,13.95,24.22,33.15,14.45,39.86,32.29,17.41,37.25,32.52,33.18,30.54,21.36,23.0
Operating Profit,1.38,2.48,0.03,2.25,1.43,1.23,2.08,1.35,2.79,3.08,0.64,1.94,3.63
OPM %,9.0,9.29,0.09,13.47,3.46,3.67,10.67,3.5,7.9,8.49,2.05,8.33,13.63
Other Income,0.0,0.08,0.08,0.07,0.0,0.06,0.21,0.24,0.19,0.38,0.21,0.09,0.16
Interest,0.01,0.1,0.28,0.1,0.2,0.06,0.32,0.19,0.12,0.14,0.22,0.23,0.27
Depreciation,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.05,0.06,0.06,0.07,0.06,0.06
Profit before tax,1.32,2.41,-0.22,2.17,1.19,1.2,1.94,1.35,2.8,3.26,0.56,1.74,3.46
Tax %,3.79,10.37,-81.82,26.27,26.05,23.33,28.35,28.89,32.5,19.33,26.79,26.44,26.01
Net Profit,3.14,3.19,0.64,5.23,1.47,1.26,-0.18,0.47,5.2,2.51,-1.13,2.32,5.16
EPS in Rs,0.1,0.1,0.02,0.16,0.05,0.04,-0.01,0.01,0.16,0.08,-0.04,0.07,0.16
