,2013-03-01,2014-03-01,2015-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,9,15,10,-5,12,-5,-1,-13,4,-3
Cash from Investing Activity,0,-6,0,2,1,-3,-1,6,1,-1
Cash from Financing Activity,-9,-8,-13,-3,0,1,-1,8,-8,4
Net Cash Flow,0,1,-4,-6,12,-7,-3,1,-3,0
