,2013-03-01,2014-03-01,2015-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1.0,5,1,127.0,167,105,143,174,127,142
Inventory Days,738.0,610,2310,292.0,122,30,41,47,20,14
Days Payable,0.0,1,14,159.0,145,93,61,96,104,107
Cash Conversion Cycle,739.0,614,2296,260.0,144,42,123,124,43,50
Working Capital Days,1872.0,2043,1700,1911.0,732,386,312,281,148,137
ROCE %,,-1,6,,6,1,0,6,6,7
