,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.55,4.59,4.45,3.6,5.13,6.31,5.51,5.39,6.57,7.5,6.08,5.71,6.4
Expenses,4.22,4.17,4.56,3.19,3.92,4.45,4.79,4.31,4.77,5.45,4.75,4.23,4.9
Operating Profit,-0.67,0.42,-0.11,0.41,1.21,1.86,0.72,1.08,1.8,2.05,1.33,1.48,1.5
OPM %,-18.87,9.15,-2.47,11.39,23.59,29.48,13.07,20.04,27.4,27.33,21.88,25.92,23.44
Other Income,0.7,0.28,0.07,0.63,0.23,0.56,1.28,0.28,0.28,0.38,0.17,0.42,0.38
Interest,0.93,0.84,0.89,0.8,0.77,0.75,0.72,0.63,0.67,0.71,0.74,0.7,0.64
Depreciation,1.76,1.78,1.81,1.53,1.5,1.47,1.49,1.24,1.28,1.28,1.43,1.19,1.2
Profit before tax,-2.66,-1.92,-2.74,-1.29,-0.83,0.2,-0.21,-0.51,0.13,0.44,-0.67,0.01,0.04
Tax %,5.64,2.6,44.89,8.53,-146.99,120.0,1090.48,21.57,-100.0,63.64,4.48,-100.0,150.0
Net Profit,-2.51,-1.86,-1.51,-1.18,-2.06,-0.04,2.07,-0.4,0.25,0.16,-0.64,0.02,-0.02
EPS in Rs,-0.16,-0.12,-0.1,-0.08,-0.13,-0.0,0.13,-0.03,0.02,0.01,-0.04,0.0,-0.0
