,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,18.11,22.69,60.19,32.33,53.11,37.79,57.83,36.97,126.18,125.38,77.66,52.11,22.87
Expenses,19.24,21.24,60.38,31.53,45.21,36.16,51.47,35.04,113.1,115.87,71.97,52.0,25.57
Operating Profit,-1.13,1.45,-0.19,0.8,7.9,1.63,6.36,1.93,13.08,9.51,5.69,0.11,-2.7
OPM %,-6.24,6.39,-0.32,2.47,14.87,4.31,11.0,5.22,10.37,7.58,7.33,0.21,-11.81
Other Income,1.54,1.28,1.82,1.38,2.44,1.92,3.04,1.7,1.51,2.49,1.35,3.47,0.73
Interest,0.69,0.68,0.84,1.1,0.79,1.64,1.74,0.39,1.22,0.46,0.92,0.4,0.29
Depreciation,0.6,0.56,0.64,0.57,0.56,0.59,0.67,0.41,0.68,0.68,0.77,0.35,0.43
Profit before tax,-0.88,1.49,0.15,0.51,8.99,1.32,6.99,2.83,12.69,10.86,5.35,2.83,-2.69
Tax %,-42.05,53.69,1020.0,11.76,43.72,53.79,-0.29,60.07,-7.33,75.41,11.21,30.74,-22.68
Net Profit,-1.25,0.7,-1.38,0.45,5.06,0.61,7.0,1.13,13.62,2.67,4.75,1.96,-3.31
EPS in Rs,-2.8,2.25,3.52,-0.07,16.76,2.64,22.07,3.52,41.7,8.45,14.54,5.48,-11.41
