,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01,2023-12-01
Promoters,52.04,52.04,52.04,51.27,51.27,51.04,51.04,50.34,50.15,49.62,49.31,49.16
DIIs,1.88,1.88,7.2,1.69,1.69,1.68,1.68,1.66,1.65,1.64,1.6,1.6
Public,46.08,46.08,40.77,47.04,47.04,47.27,47.27,48.0,48.2,48.74,49.08,49.24
No. of Shareholders,1992.0,2301.0,3681.0,3573.0,3620.0,3690.0,3901.0,4138.0,4521.0,4625.0,6313.0,6315.0
