,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10.0,29,8,42,14,19,14,26,47
Inventory Days,155.0,45,48,10,7,29,55,21,7
Days Payable,75.0,30,3,7,9,5,20,28,20
Cash Conversion Cycle,90.0,44,54,45,12,43,49,19,34
Working Capital Days,83.0,39,44,50,14,44,65,29,45
ROCE %,,11,16,9,11,-3,1,4,3
