,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,17.31,17.31,17.31,17.31,16.37,16.37,16.37,16.37
Public,82.69,82.69,82.69,82.69,83.63,83.63,83.62,83.63
No. of Shareholders,1427.0,1416.0,1031.0,936.0,935.0,1767.0,1930.0,1880.0
