,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0,0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3
Expenses,0.0,2,1,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1
Operating Profit,-0.0,-2,-1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-1.0,-0.0,2
OPM %,-193.0,,,-1.0,-5.0,-17.0,-6.0,-23.0,0.0,0.0,-37.0,-18.0,63
Other Income,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.0,47
Interest,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,0.0,-2,0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,49.0,49
Tax %,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,33.0,21.0,
Net Profit,0.0,-2,0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,38.0,39
EPS in Rs,1.27,-7.36,1.31,1.14,1.45,0.57,0.96,-0.13,2.24,1.36,1.14,168.7,169.09
