,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.04,0.04,0.65,2.1
Reserves,-0.16,-0.12,11.13,33.44
Borrowings,1.37,3.37,8.39,8.24
Other Liabilities,0.2,0.81,4.04,3.28
Total Liabilities,1.45,4.1,24.21,47.06
Fixed Assets,0.9,2.8200000000000003,8.48,8.76
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0
Other Assets,0.55,1.28,15.73,38.3
Total Assets,1.45,4.1,24.21,47.06
