,2021-03-01,2022-03-01,2023-03-01
Debtor Days,156.43,64.82,72.98
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,156.43,64.82,72.98
Working Capital Days,132.36,33.95,123.35
ROCE %,,11.01,40.24
