,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.51,69.51,69.51,69.51,69.51,69.51,69.51,69.51
FIIs,7.27,8.19,5.75,4.04,2.71,1.94,0.1,0.13
DIIs,9.37,9.47,8.75,4.79,4.79,0.05,0.05,0.05
Public,12.89,11.89,15.06,20.73,22.06,27.86,29.71,29.68
Others,0.96,0.94,0.94,0.94,0.94,0.64,0.64,0.64
No. of Shareholders,37894.0,34447.0,34106.0,32579.0,32109.0,52168.0,51284.0,50554.0
