,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,261.0,341.0,349.0,244.0,370.0,466.0,421.0,420.0,409.0,440.0,441.0,393.0,394.0
Expenses,318.0,333.0,328.0,325.0,357.0,393.0,399.0,449.0,460.0,460.0,480.0,418.0,427.0
Operating Profit,-57.0,8.0,21.0,-81.0,13.0,73.0,22.0,-29.0,-51.0,-20.0,-39.0,-25.0,-33.0
OPM %,-22.0,2.0,6.0,-33.0,3.0,16.0,5.0,-7.0,-12.0,-4.0,-9.0,-6.0,-8.0
Other Income,42.0,51.0,46.0,38.0,70.0,34.0,35.0,12.0,39.0,48.0,53.0,52.0,2.0
Interest,15.0,13.0,12.0,13.0,14.0,13.0,15.0,15.0,21.0,24.0,17.0,18.0,20.0
Depreciation,35.0,33.0,34.0,34.0,35.0,34.0,32.0,32.0,33.0,35.0,31.0,30.0,30.0
Profit before tax,-65.0,13.0,21.0,-90.0,34.0,60.0,10.0,-65.0,-66.0,-30.0,-34.0,-21.0,-81.0
Tax %,39.0,20.0,5.0,17.0,13.0,15.0,-56.0,36.0,-154.0,21.0,40.0,9.0,30.0
Net Profit,-41.0,9.0,19.0,-76.0,29.0,51.0,15.0,-42.0,-165.0,-24.0,-21.0,-19.0,-57.0
EPS in Rs,-1.66,0.14,0.68,-2.88,1.0,1.93,0.72,-1.48,-6.7,-0.94,-0.64,-0.79,-2.16
