,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.60,0.92,1.03,1.69,1.44,4.47,91.0,59.96,35.57,80.16,151.79,68.0,45.29
Expenses,0.33,0.67,0.39,0.56,2.08,4.43,91.4,59.64,32.91,65.77,147.0,67.7,45.82
Operating Profit,0.27,0.25,0.64,1.13,-0.64,0.04,-0.4,0.32,2.66,14.39,4.79,0.3,-0.53
OPM %,45.00,27.17,62.14,66.86,-44.44,0.89,-0.44,0.53,7.48,17.95,3.16,0.44,-1.17
Other Income,0.05,0.02,0.04,0.01,1.14,1.02,0.86,-0.0,0.01,-0.0,0.01,0.01,0.30
Interest,0.01,0.02,0.02,0.02,0.05,0.01,0.11,0.04,0.06,0.32,0.28,1.74,1.77
Depreciation,-0.00,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.06,0.04,0.04
Profit before tax,0.31,0.22,0.63,1.08,0.42,1.02,0.32,0.25,2.57,14.04,4.46,-1.47,-2.04
Tax %,32.26,50.0,25.4,24.07,23.81,25.49,31.25,40.0,33.07,15.03,54.48,-12.93,
Net Profit,0.20,0.11,0.47,0.82,0.32,0.76,0.22,0.14,1.72,11.94,2.03,-1.66,-2.29
EPS in Rs,,0.11,0.47,0.82,0.32,0.76,0.22,0.14,1.72,11.92,2.03,-1.66,-2.29
