,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.58,70.58,70.69,70.58,70.58
Public,29.42,29.42,29.31,29.41,29.41
No. of Shareholders,511.0,511.0,565.0,663.0,751.0
