,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.14,,,,,-0.65,-2.65,4.21,1.41,6.54
Cash from Investing Activity,-0.02,,,,,-0.01,-0.02,0.29,-0.26,0.17
Cash from Financing Activity,0.0,,,,,0.0,2.78,-2.87,-2.58,-1.61
Net Cash Flow,0.12,,,,,-0.66,0.12,1.63,-1.43,5.1
