,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,218,218,218,218,218,218,218,218,218,218,218,218,218
Reserves,2452,2507,2562,2454,2413,2265,1947,725,390,-37,-521,-1320,-1591
Borrowings,2232,2540,3139,3092,3126,3911,4400,4215,3143,3519,3537,3427,3395
Other Liabilities,1831,2158,2213,1531,1712,1563,1825,4530,4339,4159,3691,4051,4225
Total Liabilities,6732,7423,8132,7294,7469,7956,8390,9688,8089,7859,6925,6375,6247
Fixed Assets,228,214,163,516,480,575,548,564,860,900,919,1028,1926
CWIP,592,789,848,625,678,647,747,814,915,927,835,902,21
Investments,28,28,15,15,79,15,15,303,344,390,390,175,175
Other Assets,5884,6392,7106,6139,6232,6720,7081,8007,5971,5642,4781,4270,4125
Total Assets,6732,7423,8132,7294,7469,7956,8390,9688,8089,7859,6925,6375,6247
