,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,832.0,859.0,888.0,1154.0,1080.0,1063.0,1103.0,857.0,1048.0,926.0,785.0,884.0,1011.0
Expenses,534.0,595.0,560.0,718.0,704.0,714.0,755.0,587.0,753.0,642.0,616.0,625.0,664.0
Operating Profit,298.0,264.0,328.0,436.0,377.0,349.0,348.0,270.0,295.0,284.0,169.0,259.0,347.0
OPM %,36.0,31.0,37.0,38.0,35.0,33.0,32.0,32.0,28.0,31.0,22.0,29.0,34.0
Other Income,20.0,35.0,47.0,62.0,51.0,46.0,65.0,74.0,66.0,62.0,-18.0,35.0,41.0
Interest,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0
Depreciation,25.0,25.0,25.0,25.0,26.0,28.0,31.0,35.0,37.0,38.0,38.0,39.0,40.0
Profit before tax,293.0,273.0,349.0,472.0,401.0,366.0,381.0,309.0,322.0,305.0,112.0,254.0,347.0
Tax %,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,25.0,29.0,26.0,26.0
Net Profit,219.0,204.0,260.0,351.0,302.0,273.0,286.0,229.0,240.0,228.0,79.0,188.0,258.0
EPS in Rs,14.12,12.5,15.92,21.4,18.4,16.64,17.41,13.94,14.55,13.82,4.81,11.39,15.64
