,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,123.0,99.0,168.0,166.0,188.0,130.0,213.0,391.0,267.0,143.0,256.0,411.0,289.0
Expenses,116.0,93.0,141.0,138.0,163.0,124.0,173.0,316.0,223.0,149.0,208.0,307.0,230.0
Operating Profit,7.0,5.0,28.0,28.0,25.0,6.0,40.0,75.0,44.0,-6.0,49.0,104.0,59.0
OPM %,6.0,5.0,17.0,17.0,13.0,4.0,19.0,19.0,17.0,-4.0,19.0,25.0,20.0
Other Income,5.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
Interest,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,6.0,4.0
Depreciation,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,9.0,9.0
Profit before tax,2.0,-1.0,22.0,18.0,18.0,-2.0,30.0,67.0,37.0,-12.0,38.0,92.0,50.0
Tax %,59.0,-12.0,24.0,29.0,30.0,-6.0,28.0,26.0,27.0,22.0,24.0,23.0,24.0
Net Profit,1.0,-1.0,17.0,13.0,13.0,-2.0,22.0,49.0,27.0,-9.0,29.0,71.0,38.0
EPS in Rs,0.95,-1.66,23.01,17.67,17.67,-3.34,30.18,68.81,38.02,-12.92,40.04,98.81,52.94
