,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7.14,3.77,3.92,7.06,4.27,5.7,5.99,9.73,6.52,5.55,7.44,6.51,5.04
Expenses,5.74,5.72,5.48,4.59,4.93,5.21,6.29,8.25,8.13,7.41,8.62,7.54,6.07
Operating Profit,1.4,-1.95,-1.56,2.47,-0.66,0.49,-0.3,1.48,-1.61,-1.86,-1.18,-1.03,-1.03
OPM %,19.61,-51.72,-39.8,34.99,-15.46,8.6,-5.01,15.21,-24.69,-33.51,-15.86,-15.82,-20.44
Other Income,0.14,0.16,0.01,0.15,0.23,3.28,-0.29,0.15,0.37,0.39,0.7,0.7,0.36
Interest,0.18,0.25,0.85,0.42,0.44,0.56,0.66,0.63,0.87,0.96,0.97,0.89,0.77
Depreciation,0.57,0.58,0.59,0.5,0.72,0.75,0.74,0.74,0.82,0.88,0.87,0.86,0.89
Profit before tax,0.79,-2.62,-2.99,1.7,-1.59,2.46,-1.99,0.26,-2.93,-3.31,-2.32,-2.08,-2.33
Tax %,-1.27,0.0,-2.34,0.0,-3.14,0.41,-0.5,42.31,4.1,-0.91,3.45,-1.44,0.43
Net Profit,0.8,-2.62,-3.06,1.7,-1.64,2.45,-2.0,0.15,-2.82,-3.35,-2.23,-2.1,-2.32
EPS in Rs,0.15,-0.5,-0.58,0.32,-0.31,0.46,-0.38,0.03,-0.53,-0.63,-0.42,-0.4,-0.44
