,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7.88,8.16,13.65,6.48,9.93,6.46,9.63,7.43,13.22,13.52,13.64,13.91,16.68
Expenses,7.14,7.54,11.91,5.37,9.11,5.7,9.3,5.95,12.91,12.76,11.34,11.65,14.76
Operating Profit,0.74,0.62,1.74,1.11,0.82,0.76,0.33,1.48,0.31,0.76,2.3,2.26,1.92
OPM %,9.39,7.6,12.75,17.13,8.26,11.76,3.43,19.92,2.34,5.62,16.86,16.25,11.51
Other Income,4.46,0.13,0.06,0.02,4.63,0.02,0.2,0.01,1.42,0.01,0.02,0.03,0.03
Interest,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.2,0.2,0.25,0.21,0.24,0.23,0.22,0.23,0.22,0.24,0.61,0.28,0.28
Profit before tax,5.0,0.54,1.54,0.92,5.21,0.55,0.3,1.26,1.51,0.53,1.71,2.01,1.67
Tax %,-0.8,0.0,33.12,-2.17,-0.38,-3.64,-323.33,0.0,-0.66,-1.89,-3.51,-1.0,-1.2
Net Profit,5.04,0.53,1.03,0.93,5.23,0.57,1.27,1.26,1.52,0.53,1.77,2.03,1.69
EPS in Rs,0.95,0.1,0.19,0.18,0.98,0.11,0.24,0.24,0.29,0.1,0.33,0.38,0.32
