,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,46.69,46.69,46.69,46.69,46.24,46.23,46.23,46.23,46.23,46.23,46.23,46.29
Public,53.31,53.31,53.31,53.31,53.76,53.77,53.77,53.77,53.77,53.77,53.78,53.7
No. of Shareholders,1491.0,1491.0,1493.0,1527.0,1663.0,1612.0,1666.0,1717.0,1757.0,1757.0,1754.0,1788.0
