,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,6.0
Reserves,27.59,27.31,24.61,21.57,18.05,16.02,15.37,14.03,11.33,9.14,6.79,2.69,1.99
Borrowings,8.08,16.35,11.06,12.95,13.39,11.44,10.25,9.94,11.23,11.43,10.0,10.62,10.22
Other Liabilities,13.3,11.56,12.55,14.17,11.34,13.81,11.79,11.55,11.19,1.97,1.26,0.81,0.8300000000000001
Total Liabilities,53.77,60.02,53.02,53.49,47.58,46.07,42.21,40.32,38.55,27.34,22.85,18.92,19.04
Fixed Assets,9.36,9.78,13.1,14.23,11.65,11.01,11.28,11.15,12.45,10.64,10.0,9.34,9.05
CWIP,0.26,0.0,0.03,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.03,0.03,0.03,0.03,0.03,0.06,0.06,0.06,0.07,0.05,0.09,0.09,0.09
Other Assets,44.12,50.21,39.86,38.96,35.9,35.0,30.87,29.11,26.03,16.65,12.76,9.49,9.9
Total Assets,53.77,60.02,53.02,53.49,47.58,46.07,42.21,40.32,38.55,27.34,22.85,18.92,19.04
