,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,64,61,61,61,61
Reserves,560,667,816,907,1121,1289,1474
Borrowings,1097,759,459,292,607,486,901
Other Liabilities,1205,1624,1095,2285,4252,3401,4565
Total Liabilities,2862,3050,2434,3544,6041,5237,7001
Fixed Assets,512,393,402,488,482,440,414
CWIP,84,86,130,47,3,1,9
Investments,159,140,231,74,228,90,102
Other Assets,2107,2431,1671,2936,5329,4707,6477
Total Assets,2862,3050,2434,3544,6041,5237,7001
