,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10.0,10,16,15,8,6
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,10.0,10,16,15,8,6
Working Capital Days,-12.0,-282,-239,-498,-891,-551
ROCE %,,24,22,25,32,23
