,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-110,587,352,152,795,-793
Cash from Investing Activity,-118,0,21,148,-86,163
Cash from Financing Activity,462,-494,-514,-361,108,-296
Net Cash Flow,234,93,-141,-62,817,-925
