,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,9.94,30.36,70.25,70.25,91.51,74.87,74.87,74.87
Public,90.06,69.64,29.75,29.75,8.49,25.13,25.13,25.12
No. of Shareholders,124.0,120.0,93.0,90.0,45.0,68.0,100.0,104.0
