,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
DIIs,0.07,0.07,0.07,0.07,0.03,0.03,0.03,0.03
Public,24.94,24.94,24.94,24.94,24.97,24.97,24.96,24.95
No. of Shareholders,8768.0,8651.0,8517.0,8594.0,7841.0,14401.0,16590.0,15907.0
