,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,6,10,10,10,38
Reserves,7,4,4,5,35
Borrowings,4,8,11,9,2
Other Liabilities,5,11,12,5,42
Total Liabilities,22,34,37,30,118
Fixed Assets,3,19,20,7,0
CWIP,0,0,0,0,0
Investments,5,0,0,0,28
Other Assets,14,14,16,22,89
Total Assets,22,34,37,30,118
