,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.74,73.74,73.99,74.53,74.53,74.53,74.53
FIIs,0.02,1.57,0.42,0.12,0.74,1.34,1.67
DIIs,17.2,16.31,20.93,18.19,14.07,14.01,13.05
Public,9.04,8.37,4.66,7.16,10.66,10.12,10.74
No. of Shareholders,22052.0,15197.0,15280.0,20339.0,63365.0,61428.0,77390.0
