,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.67,0.72,0.80,0.27,0.70,0.30,9.24,0.34,0.21,0.17,0.79,0.23,0.20
Operating Profit,-0.67,-0.72,-0.80,-0.27,-0.70,-0.30,-9.24,-0.34,-0.21,-0.17,-0.79,-0.23,-0.20
OPM %,,,,,,,,,,,,,
Other Income,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00
Interest,3.60,3.60,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,1.42,1.42,1.39,1.35,1.03,1.04,1.18,1.15,0.89,1.03,1.00,1.01,1.02
Profit before tax,-5.69,-5.74,-2.19,-1.60,-1.86,-1.34,-10.42,-1.47,-1.10,-1.20,-1.79,-1.22,-1.22
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-5.69,-5.74,-2.19,-1.60,-1.86,-1.35,-10.42,-1.47,-1.10,-1.19,-1.79,-1.23,-1.22
EPS in Rs,-2.39,-2.41,-0.92,-0.67,-0.78,-0.57,-4.37,-0.62,-0.46,-0.50,-0.75,-0.52,-0.51
