,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.00,26.07,0.00,11.77,3.45,1.47,2.90,8.26,2.64,7.63
Inventory Days,,,,,,,,,,,
Days Payable,,,,,,,,,,,
Cash Conversion Cycle,0.0,0.00,26.07,0.00,11.77,3.45,1.47,2.90,8.26,2.64,7.63
Working Capital Days,1460.0,0.00,-192.93,2207.66,689.97,331.61,-11.77,27.52,-34.43,-15.84,-11.15
ROCE %,,6.96,32.26,6.08,5.68,19.11,11.68,10.38,7.67,18.45,14.16
