,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.08,50.39,50.49,50.49,50.49,50.49,50.47,50.47
Public,49.92,49.61,49.51,49.51,49.51,49.51,49.54,49.53
No. of Shareholders,10331.0,10282.0,10223.0,10148.0,10115.0,10031.0,9932.0,9883.0
