,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.9,-0.29,2.85,2.13,3.04,2.1,2.27,1.63,3.73,-0.61,2.43,1.31
Cash from Investing Activity,-4.31,-0.15,-0.38,-1.72,-5.05,-0.75,-0.06,-0.38,-2.29,0.8300000000000001,-4.84,-0.08
Cash from Financing Activity,3.05,-0.23,-2.06,-0.81,2.65,-1.24,-2.31,-0.62,-1.47,-0.94,2.89,-2.0
Net Cash Flow,0.64,-0.67,0.41,-0.41,0.64,0.11,-0.1,0.63,-0.03,-0.72,0.48,-0.76
