,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,58.0,65.0,97.0,73.0,82.0,110.0,85.0,125.0,85.0,101.0,126.0,195.0,84.0
Expenses,36.0,49.0,67.0,52.0,47.0,53.0,69.0,83.0,48.0,81.0,99.0,147.0,68.0
Operating Profit,23.0,15.0,30.0,21.0,35.0,57.0,16.0,43.0,37.0,20.0,27.0,48.0,16.0
OPM %,39.0,24.0,31.0,28.0,43.0,52.0,19.0,34.0,44.0,20.0,21.0,25.0,19.0
Other Income,8.0,72.0,7.0,11.0,15.0,7.0,13.0,5.0,15.0,2.0,-1.0,13.0,14.0
Interest,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,11.0
Depreciation,12.0,15.0,18.0,17.0,21.0,22.0,24.0,25.0,31.0,24.0,31.0,32.0,33.0
Profit before tax,17.0,71.0,19.0,14.0,27.0,41.0,3.0,21.0,19.0,-5.0,-7.0,26.0,-14.0
Tax %,10.0,3.0,5.0,12.0,5.0,1.0,-92.0,-9.0,10.0,69.0,34.0,1.0,-1.0
Net Profit,16.0,69.0,18.0,13.0,26.0,40.0,5.0,23.0,17.0,-2.0,-5.0,26.0,-14.0
EPS in Rs,6.1,27.02,6.94,4.96,10.11,15.78,1.87,8.91,6.67,-0.7,-1.9,10.09,-5.81
