,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,59.42,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43
Public,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.56,40.57,40.56,40.57,40.57
No. of Shareholders,4417.0,4265.0,4311.0,4350.0,4506.0,4603.0,4788.0,4822.0,4711.0,4643.0,4551.0,4288.0
