,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.94,4.74,9.12,4.02,5.44,10.61,11.03,10.06,6.25,6.03,6.86,9.65,8.26
Expenses,1.15,4.16,8.23,3.65,4.97,10.58,11.19,11.2,7.76,6.79,9.01,9.17,8.03
Operating Profit,-0.21,0.58,0.89,0.37,0.47,0.03,-0.16,-1.14,-1.51,-0.76,-2.15,0.48,0.23
OPM %,-22.34,12.24,9.76,9.2,8.64,0.28,-1.45,-11.33,-24.16,-12.6,-31.34,4.97,2.78
Other Income,0.01,0.05,-0.01,0.01,0.05,0.0,0.02,0.07,0.0,0.0,-0.02,0.83,-0.01
Interest,0.59,0.56,0.72,0.51,0.53,0.67,0.51,0.45,0.46,0.69,0.57,0.32,0.3
Depreciation,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15
Profit before tax,-0.95,-0.09,0.01,-0.28,-0.17,-0.8,-0.81,-1.68,-2.13,-1.6,-2.89,0.84,-0.23
Tax %,23.16,22.22,600.0,25.0,23.53,18.75,27.16,36.9,15.96,25.0,25.26,23.81,-43.48
Net Profit,-0.73,-0.08,-0.06,-0.22,-0.13,-0.65,-0.59,-1.06,-1.79,-1.2,-2.16,0.63,-0.33
EPS in Rs,-0.15,-0.02,-0.01,-0.04,-0.03,-0.13,-0.12,-0.21,-0.36,-0.24,-0.44,0.13,-0.07
