,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,36.48,63.91,75.41,70.85,93.39,79.75,102.73,93.05,57.3,44.85,44.84,62.39,53.19
Expenses,36.95,54.04,59.41,60.84,77.86,67.02,92.2,82.18,60.4,47.98,46.09,66.06,57.09
Operating Profit,-0.47,9.87,16.0,10.01,15.53,12.73,10.53,10.87,-3.1,-3.13,-1.25,-3.67,-3.9
OPM %,-1.29,15.44,21.22,14.13,16.63,15.96,10.25,11.68,-5.41,-6.98,-2.79,-5.88,-7.33
Other Income,0.67,0.64,-1.14,0.36,0.8,0.18,0.61,0.8,2.38,1.51,0.69,0.56,6.21
Interest,3.11,3.0,2.78,3.05,3.01,2.61,1.97,1.95,1.98,1.51,1.88,2.11,2.16
Depreciation,1.49,1.5,1.98,1.49,1.61,1.94,2.14,1.7,1.89,2.13,2.51,3.03,4.73
Profit before tax,-4.4,6.01,10.1,5.83,11.71,8.36,7.03,8.02,-4.59,-5.26,-4.95,-8.25,-4.58
Tax %,25.68,26.96,34.55,22.81,29.12,22.13,32.29,29.05,32.24,25.48,25.45,28.85,25.76
Net Profit,-3.26,4.39,6.61,4.5,8.3,6.51,4.75,5.7,-3.11,-3.92,-3.68,-5.87,-3.4
EPS in Rs,-46.87,63.11,95.03,64.69,119.32,93.59,68.29,81.94,-44.71,-56.35,-52.9,-84.39,-48.88
