,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.5700000000000001,3.55,21.75,-7.6
Cash from Investing Activity,-0.3,-13.93,-13.48,-3.2
Cash from Financing Activity,0.0,10.64,-8.56,11.35
Net Cash Flow,0.27,0.26,-0.29,0.55
