,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.25,2.25,2.25,17.55,24.95
Reserves,5.88,18.54,18.76,12.57,55.53
Borrowings,4.88,14.99,24.52,31.89,21.04
Other Liabilities,4.65,10.74,7.3,11.85,3.38
Total Liabilities,17.66,46.52,52.83,73.86,104.9
Fixed Assets,10.15,11.88,36.52,38.43,41.73
CWIP,1.04,12.24,0.01,0.94,1.24
Investments,0.0,0.04,0.05,0.07,9.7
Other Assets,6.47,22.36,16.25,34.42,52.23
Total Assets,17.66,46.52,52.83,73.86,104.9
