,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,45.85,103.48,71.39,75.09
Inventory Days,,67.37,55.21,117.92
Days Payable,,166.58,71.71,46.06
Cash Conversion Cycle,45.85,4.27,54.89,146.96
Working Capital Days,71.73,140.56,56.55,179.42
ROCE %,,72.47,28.98,23.1
