,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,46.61,46.69,47.29,47.39,47.3,47.14,47.06
FIIs,4.47,3.73,1.69,0.0,0.01,0.85,5.76
DIIs,16.4,16.07,10.77,9.02,6.38,4.71,3.71
Public,32.52,33.51,40.24,43.59,46.32,47.29,43.47
No. of Shareholders,54468.0,49528.0,46624.0,48872.0,47540.0,43890.0,42027.0
