,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,37.0,35.0,283.0,36.0,52.0,51.0,342.0,107.0,47.0,65.0,391.0,111.0,38.0
Expenses,73.0,70.0,159.0,57.0,78.0,86.0,200.0,95.0,77.0,98.0,244.0,98.0,88.0
Operating Profit,-36.0,-35.0,124.0,-21.0,-26.0,-34.0,142.0,12.0,-29.0,-33.0,147.0,14.0,-50.0
OPM %,-100.0,-102.0,44.0,-58.0,-51.0,-67.0,42.0,11.0,-62.0,-50.0,38.0,12.0,-131.0
Other Income,2.0,2.0,9.0,4.0,5.0,1.0,4.0,14.0,16.0,10.0,8.0,3.0,1.0
Interest,8.0,8.0,8.0,7.0,6.0,6.0,7.0,4.0,4.0,6.0,7.0,3.0,3.0
Depreciation,10.0,9.0,13.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,14.0,11.0,12.0
Profit before tax,-53.0,-50.0,112.0,-35.0,-37.0,-51.0,127.0,11.0,-29.0,-39.0,134.0,3.0,-63.0
Tax %,10.0,8.0,13.0,10.0,-10.0,11.0,2.0,44.0,31.0,22.0,24.0,60.0,34.0
Net Profit,-47.0,-46.0,98.0,-31.0,-41.0,-45.0,125.0,6.0,-20.0,-30.0,102.0,1.0,-42.0
EPS in Rs,-13.52,-13.27,27.93,-8.72,-11.56,-12.89,36.2,1.98,-5.06,-7.44,29.29,0.74,-11.45
