,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.09,-0.09,1.75,-0.18,1.39,3.4,-0.29
Cash from Investing Activity,-3.66,0.18,0.18,0.36,0.0,1.8,0.9
Cash from Financing Activity,3.81,-0.16,-1.67,-0.18,-1.25,0.0,-0.7000000000000001
Net Cash Flow,0.06,-0.06,0.26,0.0,0.14,5.2,-0.09
