,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,867.0,1037.0,968.0,866.0,1124.0,1255.0,1166.0,1293.0,1325.0,1337.0,1217.0,1238.0,1324.0
Expenses,638.0,785.0,720.0,707.0,848.0,981.0,874.0,1026.0,1082.0,1109.0,1017.0,1047.0,1102.0
Operating Profit,229.0,252.0,248.0,159.0,275.0,274.0,292.0,267.0,243.0,228.0,199.0,191.0,223.0
OPM %,26.0,24.0,26.0,18.0,24.0,22.0,25.0,21.0,18.0,17.0,16.0,15.0,17.0
Other Income,-29.0,14.0,7.0,7.0,-30.0,14.0,4.0,7.0,8.0,9.0,9.0,10.0,5.0
Interest,30.0,27.0,26.0,25.0,23.0,20.0,20.0,18.0,18.0,16.0,15.0,19.0,20.0
Depreciation,112.0,115.0,108.0,99.0,101.0,103.0,93.0,97.0,101.0,100.0,96.0,99.0,111.0
Profit before tax,57.0,124.0,122.0,42.0,122.0,165.0,183.0,159.0,131.0,121.0,97.0,82.0,98.0
Tax %,26.0,23.0,26.0,25.0,26.0,25.0,25.0,25.0,29.0,27.0,28.0,26.0,25.0
Net Profit,42.0,95.0,90.0,31.0,91.0,123.0,137.0,119.0,94.0,89.0,69.0,61.0,73.0
EPS in Rs,17.84,40.17,37.93,13.18,38.16,52.01,57.73,50.06,39.46,37.37,29.27,25.83,30.79
