,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,74.84,74.84,74.84,74.84,74.84
FIIs,0.0,0.0,0.0,0.14,0.17
Public,25.16,25.15,25.15,25.01,24.98
No. of Shareholders,10493.0,12035.0,13200.0,18398.0,24071.0
