,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1121.0,1274.0,1317.0,1233.0,1488.0,1523.0,1568.0,1749.0,1756.0,1795.0,1694.0,1829.0,1848.0
Expenses,931.0,1045.0,1104.0,1026.0,1223.0,1236.0,1259.0,1427.0,1437.0,1449.0,1379.0,1487.0,1506.0
Operating Profit,190.0,229.0,213.0,207.0,264.0,287.0,308.0,322.0,319.0,345.0,315.0,342.0,342.0
OPM %,17.0,18.0,16.0,17.0,18.0,19.0,20.0,18.0,18.0,19.0,19.0,19.0,18.0
Other Income,13.0,16.0,22.0,13.0,16.0,22.0,20.0,31.0,23.0,18.0,33.0,31.0,31.0
Interest,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Depreciation,49.0,51.0,48.0,48.0,50.0,51.0,50.0,51.0,52.0,53.0,52.0,54.0,56.0
Profit before tax,153.0,191.0,186.0,171.0,230.0,257.0,277.0,301.0,290.0,310.0,294.0,318.0,316.0
Tax %,26.0,26.0,25.0,25.0,26.0,26.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0
Net Profit,113.0,142.0,140.0,128.0,171.0,191.0,207.0,226.0,215.0,231.0,219.0,237.0,235.0
EPS in Rs,7.26,9.06,8.93,8.2,10.93,12.2,13.25,14.44,13.78,14.78,14.03,15.18,15.03
