,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.01,74.01,50.02,74.01,74.01,74.01,74.01,50.44
DIIs,4.11,4.11,1.16,1.16,1.16,1.16,1.16,1.16
Public,21.88,21.88,48.82,24.83,24.83,24.83,24.83,48.4
No. of Shareholders,3710.0,3710.0,3710.0,3701.0,3700.0,3700.0,3698.0,3722.0
