,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.96,73.96,72.05,72.05,72.05,72.05,73.9,73.9
DIIs,4.88,4.88,6.78,1.85,1.85,1.85,0.0,0.0
Public,21.15,21.15,21.17,26.1,26.1,26.1,26.09,26.1
No. of Shareholders,5091.0,4840.0,4880.0,4910.0,4825.0,4744.0,4911.0,5077.0
