,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.97,7.19,13.24,5.26,9.46,7.9,9.7,12.89,15.11,10.88,23.91,18.38,21.99
Expenses,1.32,6.9,12.3,4.53,9.35,7.67,9.48,11.96,13.96,11.68,20.53,17.19,19.68
Operating Profit,-0.35,0.29,0.94,0.73,0.11,0.23,0.22,0.93,1.15,-0.8,3.38,1.19,2.31
OPM %,-36.08,4.03,7.1,13.88,1.16,2.91,2.27,7.21,7.61,-7.35,14.14,6.47,10.5
Other Income,0.0,0.0,0.09,0.0,0.1,0.03,0.01,0.0,0.0,0.01,0.01,0.73,0.99
Interest,0.2,0.15,0.13,0.15,0.12,0.07,0.1,0.07,0.1,0.29,0.56,0.53,0.61
Depreciation,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.12,0.16,0.17,0.21,0.23,0.24
Profit before tax,-0.62,0.07,0.82,0.51,0.01,0.11,0.06,0.74,0.89,-1.25,2.62,1.16,2.45
Tax %,-8.06,-71.43,6.1,11.76,-600.0,-18.18,133.33,4.05,10.11,-3.2,-2.67,0.0,-1.22
Net Profit,-0.67,0.12,0.77,0.45,0.07,0.13,-0.02,0.71,0.79,-1.3,2.68,1.15,2.48
EPS in Rs,-1.98,0.35,2.27,1.33,0.21,0.38,-0.04,1.29,1.43,-2.36,4.22,1.46,3.16
