,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,1.39,2.15,2.27,2.11,3.14
Expenses,0.92,1.63,1.49,1.7,2.29
Operating Profit,0.47,0.52,0.78,0.41,0.85
OPM %,33.81,24.19,34.36,19.43,27.07
Other Income,0.01,0.03,0.05,0.04,0.04
Interest,0.0,0.02,0.03,0.03,0.03
Depreciation,0.04,0.07,0.15,0.04,0.11
Profit before tax,0.44,0.46,0.65,0.38,0.75
Tax %,29.55,19.57,24.62,26.32,17.33
Net Profit,0.31,0.37,0.49,0.28,0.61
EPS in Rs,2.12,0.99,1.32,0.75,1.64
