,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7.15,8.59,4.41,7.88,4.25,3.91,5.48,4.37,3.4,5.17,6.85,5.58,6.89
Expenses,5.35,7.17,4.25,6.26,3.82,3.72,3.97,3.57,2.89,4.68,5.25,5.09,6.17
Operating Profit,1.8,1.42,0.16,1.62,0.43,0.19,1.51,0.8,0.51,0.49,1.6,0.49,0.72
OPM %,25.17,16.53,3.63,20.56,10.12,4.86,27.55,18.31,15.0,9.48,23.36,8.78,10.45
Other Income,0.11,0.11,0.05,0.01,0.01,0.15,0.33,0.0,0.01,0.0,0.0,0.01,0.0
Interest,0.0,0.07,0.0,0.04,0.03,0.04,0.04,0.05,0.06,0.07,0.06,0.04,0.05
Depreciation,0.09,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.43
Profit before tax,1.82,1.37,0.11,1.49,0.3,0.19,1.69,0.64,0.35,0.32,1.44,0.36,0.24
Tax %,29.12,-4.38,-9.09,26.85,26.67,26.32,22.49,26.56,17.14,18.75,22.92,25.0,25.0
Net Profit,1.28,1.44,0.12,1.09,0.22,0.14,1.32,0.47,0.29,0.25,1.11,0.27,0.18
EPS in Rs,1.99,2.24,0.19,1.69,0.34,0.22,2.05,0.73,0.45,0.39,1.72,0.42,0.28
