,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,933.0,1044.0,1016.0,784.0,849.0,1123.0,1113.0,986.0,1115.0,1034.0,1334.0,1040.0,1228.0
Expenses,850.0,972.0,942.0,748.0,775.0,1061.0,1047.0,960.0,1039.0,994.0,1239.0,1006.0,1163.0
Operating Profit,84.0,72.0,74.0,36.0,73.0,62.0,66.0,26.0,76.0,39.0,95.0,34.0,65.0
OPM %,9.0,7.0,7.0,5.0,9.0,6.0,6.0,3.0,7.0,4.0,7.0,3.0,5.0
Other Income,-49.0,30.0,8.0,13.0,2.0,51.0,29.0,5.0,0.0,7.0,2.0,3.0,0.0
Interest,7.0,6.0,8.0,8.0,9.0,7.0,10.0,8.0,7.0,13.0,11.0,11.0,11.0
Depreciation,21.0,20.0,20.0,19.0,19.0,22.0,15.0,21.0,18.0,20.0,21.0,22.0,22.0
Profit before tax,7.0,76.0,54.0,22.0,47.0,83.0,71.0,2.0,50.0,13.0,65.0,3.0,32.0
Tax %,29.0,27.0,27.0,25.0,27.0,26.0,27.0,36.0,26.0,66.0,22.0,29.0,24.0
Net Profit,5.0,55.0,39.0,16.0,34.0,62.0,52.0,1.0,37.0,5.0,51.0,2.0,25.0
EPS in Rs,1.12,12.97,9.31,3.85,8.1,14.55,12.19,0.32,8.77,1.08,11.99,0.57,5.84
