,2019-12-01,2020-12-01,2021-12-01,2022-03-01,2023-03-01
Cash from Operating Activity,-73,610,-127,-127,5
Cash from Investing Activity,-73,-89,-167,-167,-12
Cash from Financing Activity,333,-390,61,61,84
Net Cash Flow,188,131,-233,-233,77
