,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,782,546,616,741,739
Cash from Investing Activity,-428,-1152,-373,-584,-476
Cash from Financing Activity,110,622,-248,-144,-264
Net Cash Flow,464,17,-5,14,-2
