,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,77.0,79,92,72,71
Inventory Days,351.0,390,404,314,375
Days Payable,127.0,176,202,170,174
Cash Conversion Cycle,301.0,293,294,216,272
Working Capital Days,116.0,146,171,137,146
ROCE %,,9,11,20,30
