,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,26.08,26.08,26.08,26.25,26.48,26.45,25.51,25.45
FIIs,47.37,49.48,50.94,64.66,61.01,53.88,49.78,54.67
DIIs,2.17,4.01,3.89,2.7,6.87,13.99,11.74,15.17
Public,24.38,20.42,19.09,6.39,5.64,5.68,12.96,4.71
No. of Shareholders,50610.0,45012.0,51576.0,56493.0,78348.0,100926.0,99212.0,96873.0
