,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.53,73.53,73.53,73.53,73.53
Public,26.47,26.47,26.47,26.47,26.47
No. of Shareholders,63.0,66.0,56.0,50.0,63.0
