,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,81.0,67,50,50
Inventory Days,67.0,100,108,93
Days Payable,89.0,107,94,83
Cash Conversion Cycle,58.0,59,63,60
Working Capital Days,63.0,70,71,67
ROCE %,,16,16,17
