,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,20,20,23,23
Reserves,38,41,47,66,71
Borrowings,111,106,119,113,119
Other Liabilities,109,126,140,173,198
Total Liabilities,277,294,325,375,411
Fixed Assets,87,84,82,84,84
CWIP,2,4,3,2,2
Investments,0,0,0,0,0
Other Assets,189,206,240,289,324
Total Assets,277,294,325,375,411
