,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1798.0,2936.0,3057.0,1637.0,2889.0,3435.0,2857.0,3333.0,3473.0,3884.0,3382.0,4376.0,4415.0
Expenses,1780.0,2648.0,2829.0,1568.0,2661.0,3136.0,2639.0,3068.0,3207.0,3557.0,3125.0,4053.0,4101.0
Operating Profit,18.0,288.0,228.0,69.0,228.0,299.0,218.0,264.0,266.0,327.0,257.0,323.0,314.0
OPM %,1.0,10.0,7.0,4.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0
Other Income,13.0,7.0,12.0,5.0,5.0,17.0,11.0,8.0,8.0,7.0,-19.0,12.0,13.0
Interest,99.0,99.0,87.0,81.0,84.0,82.0,76.0,71.0,74.0,77.0,80.0,82.0,82.0
Depreciation,56.0,55.0,55.0,58.0,57.0,59.0,58.0,59.0,60.0,62.0,63.0,64.0,67.0
Profit before tax,-123.0,142.0,98.0,-65.0,92.0,176.0,96.0,142.0,140.0,195.0,95.0,188.0,178.0
Tax %,-10.0,18.0,25.0,21.0,25.0,23.0,25.0,24.0,25.0,24.0,26.0,24.0,24.0
Net Profit,-136.0,115.0,74.0,-51.0,69.0,135.0,72.0,108.0,106.0,148.0,70.0,144.0,135.0
EPS in Rs,-1.62,1.37,0.72,-0.5,0.67,1.31,0.7,1.05,1.03,1.44,0.68,1.4,1.31
